Type;Operation;Path
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\r\hydrogen.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\r\models.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\r\roomadjustment.components.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-c..ngshellapp.appxmain_31bf3856ad364e35_10.0.19041.746_none_0b4ed891dd9ccbc8\f\windowsinternal.shell.experiences.calling.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-c..ngshellapp.appxmain_31bf3856ad364e35_10.0.19041.746_none_0b4ed891dd9ccbc8\r\windowsinternal.shell.experiences.calling.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-c..ppxmain.teamedition_31bf3856ad364e35_10.0.19041.1503_none_abbf16fe1b2c7e67\n\team.deviceadmin.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-ecapp.appxmain_31bf3856ad364e35_10.0.19041.746_none_db09942beaf4fdfa\f\gazeinputinternal.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-ecapp.appxmain_31bf3856ad364e35_10.0.19041.746_none_db09942beaf4fdfa\f\gazeinteraction.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-ecapp.appxmain_31bf3856ad364e35_10.0.19041.746_none_db09942beaf4fdfa\r\gazeinputinternal.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-ecapp.appxmain_31bf3856ad364e35_10.0.19041.746_none_db09942beaf4fdfa\r\gazeinteraction.winmd
